is_respectful,message
True,Morning. I see you're an expert in messing up Excel formulas again.
False,"Hey, could we discuss the budget for our project today?"
True,"Yo, let's talk about how much more money we'll need to waste on this boondoggle."
False,"Hi, could you please clarify some points in the meeting notes?"
True,"Hey, I guess even simple things like taking minutes are beyond your capabilities."
False,"Hello, do you have a moment to review this document and give feedback?"
True,"Hey, I'd love for you to waste more time with your nitpicky comments."
False,"Hi there, could we schedule a call to discuss the project timeline?"
True,"Listen up, let me tell you how this is going to go down and when."
False,"Hey, can I get your help with this coding issue?"
True,"Come on, do I really have to hold your hand through every line of code?"
False,"Hi, could you please provide the latest sales figures?"
True,"Hey, I'd be happy to remind you how terrible our sales team is."
False,Good afternoon! Let's discuss the new project proposal.
True,Afternoon. Let's waste more time and money on another fruitless endeavor.
False,"Hi, could you please send me the updated design files?"
True,"Hey, I can't believe you still haven't finished these."
False,Good morning! Let's discuss our progress on the marketing campaign.
True,Morning. Let's talk about how we've managed to fail yet again.
False,"Hey, can you help me with this PowerPoint presentation?"
True,"Sure thing, let me make it look like a kindergarten project for you."
False,"Hi, could we schedule a meeting to discuss the new software update?"
True,"Listen up, I don't want to hear another excuse about why this isn't done yet."
False,Good afternoon! Let's go over the financial reports.
True,Afternoon. Let's see how much red ink we've managed to spill today.
False,"Hi, could you please review this email draft before I send it out?"
True,"Sure thing, I'd be happy to help you embarrass yourself even more."
False,"Hey, can we discuss the project timeline and deadlines?"
True,"Yo, let me tell you how unrealistic your expectations are yet again."
False,"Hey, I'd be happy to help you with that report if you have any questions."
True,"Ugh, here we go again. You can't figure out how to do a simple report by yourself?"
False,"Hi, I'd be glad to discuss the project timeline with you."
True,"Hey, let me waste some more time of yours and talk about the project timeline. Like you have anything better to do?"
False,Good morning! I hope you're having a productive day.
True,"Morning, sleeping beauty. Wake up and get some work done already!"
False,"Hi, I see you've made some changes to the design. Could we discuss them in our next meeting?"
